"item","family","group","qnty.sold","revenue","date"
"ESPRESSO MACCHIATO","Starbucks","FOOD","8",96,"2015-11-17"
"Frid Rice W Chicken","Fried Rice","FOOD","3",96,"2015-11-17"
"FRIED CHICKEN WRAP","Burgers","FOOD","3",96,"2015-11-17"
"HIT THE ROOF","Milk Shake","BEVERAGE","4",96,"2015-11-17"
"Small Salad","Salads","FOOD","8",96,"2015-11-17"
"MARS THICK SHAKE 300ML","Convenience Beverages","BEVERAGE","10",95,"2015-11-17"
"Toast","Breakfast","FOOD","94",94,"2015-11-17"
"FUNHAPBRTHDYBAL","CS Disposable","NON FOOD","11",93.5,"2015-11-17"
"PRO BAR MEAL PEANUT BUTTER CHOCO","CS Cereal","FOOD","4",92,"2015-11-17"
"AL AIN FRESH MILK LOW FAT 2L","CS Dairy","FOOD","9",90,"2015-11-17"
"Chicken Chirashi","Sushi","FOOD","5",90,"2015-11-17"
"French Fries","Extras","FOOD","15",90,"2015-11-17"
"Large Salad","Salads","FOOD","5",90,"2015-11-17"
"MOROCCAN LOOSE TEA","Tea","FOOD","9",90,"2015-11-17"
"Three Cheese Spring Onion","Pre Packed Sandwiches","FOOD","9",90,"2015-11-17"
"ALWAYS DIAMOND ULTRA THIN 14 PCS","CS Sanitary Care","NON FOOD","5",88.75,"2015-11-17"
"FINE TOILET ROLLS 2PLY X 10 PCS","CS Tissue & Toilet Rolls","NON FOOD","6",88.5,"2015-11-17"
"FALAFEL BURGER","Burgers","FOOD","4",88,"2015-11-17"
"LACNOR MILK STRAWBERRY","Flavoured Milk","BEVERAGE","22",88,"2015-11-17"
"Roast Beef","Sandwiches","FOOD","4",88,"2015-11-17"
"OAT KING BAR APPLE STRUDEL 95GM","CS Cereal","FOOD","6",87,"2015-11-17"
"OAT KING BAR MILK HONEY 95GM","CS Cereal","FOOD","6",87,"2015-11-17"
"12 OZ VANILLA LATTE","Starbucks","FOOD","5",85,"2015-11-17"
"16 OZ CARAMEL MACCHIATO","Starbucks","FOOD","5",85,"2015-11-17"
"HONEY MOON MOUNTAIN HONEY 250GM","CS Can & Jar Food","FOOD","3",84.75,"2015-11-17"
"Add Cheese","Extras","FOOD","29",84,"2015-11-17"
"Brownie","Dessert","FOOD","6",84,"2015-11-17"
"FrostiesCMB25g","CS Cereal","FOOD","28",84,"2015-11-17"
"Lemon Drizzle","Dessert","FOOD","7",84,"2015-11-17"
"VANIAS SPRING GREEN","Smoothies","BEVERAGE","3",84,"2015-11-17"
"BRILLIANT BREAKFAST LOOSE TEA","Tea","FOOD","8",80,"2015-11-17"
"CEYLON GINGER LOOSE TEA","Tea","FOOD","8",80,"2015-11-17"
"Orange Pcs","CS Fresh Fruit","FOOD","40",80,"2015-11-17"
"TEA BAG EARL GREY","Tea","FOOD","10",80,"2015-11-17"
"KELLOGS BARS DARK CHOCO 04PCX1PK","CS Cereal","FOOD","5",78.75,"2015-11-17"
"MODERN BAKE CRANBERRY ENERGY BAR","CS Cereal","FOOD","14",77,"2015-11-17"
"CLEARLY SCRUMPTIOUS GOLDEN BERRI","CS Dry Fruits","FOOD","6",76.5,"2015-11-17"
"French Toast","Breakfast","FOOD","19",76,"2015-11-17"
"KIT KAT 4 FINGERS","CS Chocolate","FOOD","22",76,"2015-11-17"
"PEPSI CAN","Softdrinks","BEVERAGE","19",76,"2015-11-17"
"Cold Cuts","Breakfast","FOOD","16",75,"2015-11-17"
"SELPAK TOILET PAPER 4 ROLLS","CS Tissue & Toilet Rolls","NON FOOD","6",75,"2015-11-17"
"OAT KING BAR PEANUT BUTTER 95GM","CS Cereal","FOOD","5",72.5,"2015-11-17"
"B.BAG SALTED150g","CS Chips & Snacks","FOOD","6",72,"2015-11-17"
"BRIE & BACON S/W","Sandwiches","FOOD","2",72,"2015-11-17"
"BUTTERNUT & GOAT CHEESE SALAD","Sandwiches","FOOD","2",72,"2015-11-17"
"Cappuccino","Nespresso","FOOD","6",72,"2015-11-17"
"Carrot Cake","Dessert","FOOD","6",72,"2015-11-17"
"CheseTomatoCrossiant","Sandwiches","FOOD","4",72,"2015-11-17"
"KIT KAT CHUNKY 46GM","CS Chocolate","FOOD","24",72,"2015-11-17"
"Tropical Maki (6 Pcs)","Sushi","FOOD","4",72,"2015-11-17"
"AL AIN FRESH MILK 1L FULL CREAM","CS Dairy","FOOD","10",70,"2015-11-17"
"AL AIN FRESH MILK FULL FAT 2L","CS Dairy","FOOD","7",70,"2015-11-17"
"BLUE BERRY MUFFIN","Dessert","FOOD","7",70,"2015-11-17"
"Chicken Noodle Suop","Soup","FOOD","5",70,"2015-11-17"
"AL AIN WATER 500ML","Water","BEVERAGE","69",69,"2015-11-17"
"LIND CHERRY INTENSE100G","CS Chocolate","FOOD","5",68.75,"2015-11-17"
"16 OZ HOT CHOCOLATE","Starbucks","FOOD","4",68,"2015-11-17"
"ADD ESPRESSO SHOT","Starbucks","FOOD","17",68,"2015-11-17"
"TOBLERONE MILK 100GM","CS Chocolate","FOOD","8",68,"2015-11-17"
"Portion Vegetable","Main course","FOOD","13",65,"2015-11-17"
"TUNA & MAYO WRAP","Sandwiches","FOOD","2",64,"2015-11-17"
"16 OZ SOYA CAFFE LATTE","Coffee","FOOD","3",63,"2015-11-17"
"16 OZ ICED CAFFE MOCHA","Starbucks","FOOD","4",61,"2015-11-17"
"CheseTurkeyHamCrossiant","Sandwiches","FOOD","3",60,"2015-11-17"
"Choc Caramel Eclair","Dessert","FOOD","5",60,"2015-11-17"
"DAN'S TOPICAL BLAST","Smoothies","BEVERAGE","3",60,"2015-11-17"
"Latte Macchiato","Nespresso","FOOD","5",60,"2015-11-17"
"MilkHalfCrem1Ltr","CS Dairy","FOOD","15",60,"2015-11-17"
"Mixed Green Salad(V)","Salads","FOOD","3",60,"2015-11-17"
"Pepperoni","Pizza","FOOD","10",60,"2015-11-17"
"Tuna Maki(6pcs)","Sushi","FOOD","3",60,"2015-11-17"
"WALK IN DINNER","WALK IN DINNER","FOOD","6",60,"2015-11-17"
"Apple Green","CS Fresh Fruit","FOOD","29",58,"2015-11-17"
"Apple Red","CS Fresh Fruit","FOOD","29",58,"2015-11-17"
"OAT KING BAR PURE 95GM","CS Cereal","FOOD","4",58,"2015-11-17"
"Pear","CS Fresh Fruit","FOOD","29",58,"2015-11-17"
"16 OZ CARAMEL LATTE","Starbucks","FOOD","3",57,"2015-11-17"
"BEST 30GM SALTED CASHEWS","CS Nuts & Seeds","FOOD","15",57,"2015-11-17"
"Berry Tart","Dessert","FOOD","4",56,"2015-11-17"
"LACNOR COCKTAIL 180ML","Fresh Juices","BEVERAGE","14",56,"2015-11-17"
"LACNOR MILK BANANA","Flavoured Milk","BEVERAGE","14",56,"2015-11-17"
"POKKA LEMON ICED TEA CAN","Packet Juice","BEVERAGE","14",56,"2015-11-17"
"BOGUTTI WHITE CHOCO PCS 37%","Biscuit & Cookies","FOOD","6",55.5,"2015-11-17"
"Alain Small Wtr500ml","Water","BEVERAGE","55",55,"2015-11-17"
"Cookie","Dessert","FOOD","11",55,"2015-11-17"
"LINDT EXCELLENCE SEA SALT 100GM","CS Chocolate","FOOD","4",55,"2015-11-17"
"FUNBLLOONPMP","CS Disposable","NON FOOD","3",54,"2015-11-17"
"Go Green","Milk Shake","BEVERAGE","3",54,"2015-11-17"
"TAMRAH CHOCO MILK ZIPPER BAG 100","CS Dry Fruits","FOOD","6",54,"2015-11-17"
"CARTE D'OR PINT STRAWBERRY","CS Ice Cream","FOOD","3",52.5,"2015-11-17"
"DR OETKER QUATTRO FORMAGI PIZZA","CS Frozen Food","FOOD","2",52.5,"2015-11-17"
"SWISS DELICE CHOCARRE BISCUITS 1","CS Chocolate","FOOD","3",52.5,"2015-11-17"
"WALKERS SB FINGERS 40G","Biscuit & Cookies","FOOD","15",52.5,"2015-11-17"
"7 UP DIET CAN","Softdrinks","BEVERAGE","13",52,"2015-11-17"
"CARTE DOR PISTACIO 1 SCOOP","Ice cream","FOOD","8",52,"2015-11-17"
"FAMILIA BIO ORGANIC AMARANTH 375","CS Organic Food","FOOD","2",52,"2015-11-17"
"12 OZ CARAMEL LATTE","Starbucks","FOOD","3",51,"2015-11-17"
"12 OZ Hazel Nut Latte","Starbucks","FOOD","3",51,"2015-11-17"
"16 OZ CAFFE MOCHA","Starbucks","FOOD","3",51,"2015-11-17"
"ALPROMilkFlvrChoc 1L","CS Dairy","BEVERAGE","3",50.25,"2015-11-17"
"EXTRA BIG BOTTLE PEPPERMINT","CS Mint & Gum","FOOD","4",50,"2015-11-17"
"GATORADE BLUE BOLT PET 500ML","CS Sports & Energy Drinks","BEVERAGE","10",50,"2015-11-17"
"POCARI SWEAT PET 500ML","CS Sports & Energy Drinks","BEVERAGE","10",50,"2015-11-17"
"SCONES","Dessert","FOOD","5",50,"2015-11-17"
"OISHI SPICY PRAWN CRACKERS 60GM","CS Chips & Snacks","FOOD","22",49.5,"2015-11-17"
"PRINGLES 40GM ORIGINAL","CS Chips & Snacks","FOOD","15",48.75,"2015-11-17"
"AlpenMuslie625g","CS Cereal","FOOD","2",48,"2015-11-17"
"Coke","Softdrinks","BEVERAGE","12",48,"2015-11-17"
"Frid Rice W Vegetable","Fried Rice","FOOD","2",48,"2015-11-17"
"Mixed Juice","Fresh Juices","BEVERAGE","3",48,"2015-11-17"
"The Big Apple","Milk Shake","BEVERAGE","2",48,"2015-11-17"
"Tuna maki(6Pcs) W/Sundried Tomat","Sushi","FOOD","2",48,"2015-11-17"
"SCHIK RAZOR SILK EFFECT+","CS Womens Care","NON FOOD","3",47.25,"2015-11-17"
"JDS BUTTER CRISPS","Biscuit & Cookies","FOOD","3",46.5,"2015-11-17"
"PRINGLES HOT & SPICY 165GM","CS Chips & Snacks","FOOD","5",46.25,"2015-11-17"
"COCO TREE JUICE 330ML","CS Packet Juice","BEVERAGE","14",45.5,"2015-11-17"
"CORNETTO I/C LOVE COOKIE","CS Ice Cream","FOOD","7",45.5,"2015-11-17"
"AL AIN YOGHURT LOW FAT 170GM","CS Dairy","FOOD","30",45,"2015-11-17"
"Beef Bacon","Breakfast","FOOD","10",45,"2015-11-17"
"CARTE DOR CHOCOLATE 1 SCOOP","Ice cream","FOOD","9",45,"2015-11-17"
"MentoGmWatrMelon","CS Mint & Gum","FOOD","9",45,"2015-11-17"
"TIDE ORIGINAL SCENT 1.5KG","CS Laundry Care","NON FOOD","2",45,"2015-11-17"
"Greek Salad","Salads","FOOD","2",44,"2015-11-17"
"LUX HW SECRET BLISS 250ML","CS Soap & Handwash","NON FOOD","4",44,"2015-11-17"
"ALO ALLURE MANGO JUICE","Fresh Juices","FOOD","3",42,"2015-11-17"
"ALO EXPOSED ALO JUICE","Fresh Juices","FOOD","3",42,"2015-11-17"
"FIREFLY WAKE UP PEACH","Tea","BEVERAGE","3",42,"2015-11-17"
"NATURE VALLEY OATS & HONEY","CS Cereal","FOOD","14",42,"2015-11-17"
"Oatmeal Porridge","Breakfast","FOOD","14",42,"2015-11-17"
"Salmon Chirashi","Sushi","FOOD","2",42,"2015-11-17"
"LINDT EXCELLENCE SESAME ROASTED","CS Organic Food","FOOD","3",41.25,"2015-11-17"
"COCO POPS KELLOGS 375GM","CS Cereal","FOOD","2",41,"2015-11-17"
"FITA 600G","Biscuit & Cookies","FOOD","2",41,"2015-11-17"
"MARS BAR 51GM","CS Chocolate","FOOD","11",41,"2015-11-17"
"7 UP CAN","Softdrinks","BEVERAGE","10",40,"2015-11-17"
"CERES CRANBERRY KIWI JUICE 1L","CS Packet Juice","BEVERAGE","4",40,"2015-11-17"
"CROISSANT HI BUTTER CHOCOLATE","CS Bakery","FOOD","10",40,"2015-11-17"
"JASMINE ICED TEA","Tea","FOOD","5",40,"2015-11-17"
"Lungo","Nespresso","FOOD","4",40,"2015-11-17"
"PEAR DRAGON LOOSE TEA","Tea","FOOD","4",40,"2015-11-17"
"REDBULL REGULAR","Energy Drinks","BEVERAGE","5",40,"2015-11-17"
"SNICKERS BAR","Chocolate","FOOD","8",40,"2015-11-17"
"Sushi Temakin Veg Soup","Sushi","FOOD","1",40,"2015-11-17"
"Tamago Maki","Sushi","FOOD","2",40,"2015-11-17"
"NECTAFLOR SOFT FIGS 200GM","CS Dry Fruits","FOOD","2",39.25,"2015-11-17"
"CAPRICE DE DIEUX CHEESE 200G","CS Dairy","FOOD","1",39,"2015-11-17"
"CROISSANT HI BUTTER CHEESE","CS Bakery","FOOD","13",39,"2015-11-17"
"JOHNSONS COTTON BUDS 100PCS","CS Others","NON FOOD","3",39,"2015-11-17"
"UAE BADGE MAGNET","CS Festival Non Food","NON FOOD","6",39,"2015-11-17"
"VOCHELLE BLOCK DAIRY MILK 180G","CS Chocolate","FOOD","4",39,"2015-11-17"
"MENTOS BOTTLE 20% WHITE TUTTI FR","CS Mint & Gum","FOOD","5",38.75,"2015-11-17"
"CROISSANT HI BUTTER PLAIN","CS Bakery","FOOD","11",38.5,"2015-11-17"
"SNAPPLE FRUIT PUNCH JUICE","CS Packet Juice","BEVERAGE","7",38.5,"2015-11-17"
"GALAXY THICK SHAKE CARAMEL 300ML","Convenience Beverages","BEVERAGE","4",38,"2015-11-17"
"16 OZ ICED VANILLA LATTE","Starbucks","FOOD","2",37,"2015-11-17"
"NESCAFE RED MUG COFFEE 200GM","CS Coffee","FOOD","1",36.5,"2015-11-17"
"AL AIN FRESH MILK 1L LOW FAT","CS Dairy","FOOD","6",36,"2015-11-17"
"BAYARA SALTED CASHEWS 300GM","CS Nuts & Seeds","FOOD","2",36,"2015-11-17"
"CORN FLAKES KELLOGS 500GM","CS Cereal","FOOD","2",36,"2015-11-17"
"EXTRA PELLET PEPPERMINT GUM","CS Mint & Gum","FOOD","18",36,"2015-11-17"
"EXTRA TABS SPEARMINT GUM","CS Mint & Gum","FOOD","9",36,"2015-11-17"
"Glazed Veg","Sandwiches","FOOD","2",36,"2015-11-17"
"MCVITIES DIGESTIVE 250GM LIGHT","Biscuit & Cookies","FOOD","3",36,"2015-11-17"
"MOUNTAIN DEW","Softdrinks","BEVERAGE","9",36,"2015-11-17"
"PERRIER WATER 330ML","Water","BEVERAGE","6",36,"2015-11-17"
"SMINT CANDY GUM MINT 14.2G","CS Mint & Gum","FOOD","9",36,"2015-11-17"
"Strwberry Muffins","Dessert","FOOD","3",36,"2015-11-17"
"HONEY MOON SQUEEZY HONEY 500G","CS Can & Jar Food","FOOD","1",35.75,"2015-11-17"
"1 Scoop Protein Powder","TOPPINGS","FOOD","7",35,"2015-11-17"
"A/G POP CORN MICROWAVE BUTTER 29","CS Can & Jar Food","FOOD","4",35,"2015-11-17"
"AXE DEO EXCITE 150ML","CS Deodrants","NON FOOD","2",35,"2015-11-17"
"CARTE D'OR PINT CHOCOLATE","CS Ice Cream","FOOD","2",35,"2015-11-17"
"CROISSANT CHOCOLATE","CS Bakery","FOOD","14",35,"2015-11-17"
"Full Breakfast","Breakfast","FOOD","1",35,"2015-11-17"
"GATORADE PINK LEMONDAE PET 500ML","CS Sports & Energy Drinks","BEVERAGE","7",35,"2015-11-17"
"Tamago Nigiri","Sushi","FOOD","7",35,"2015-11-17"
"CstaniaMixSuperNuts350G","CS Nuts & Seeds","FOOD","1",34.5,"2015-11-17"
"Lemon","CS Fresh Vegatables","FOOD","17",34,"2015-11-17"
"NIVEA DEO FEMALE BLACK & WHITE 2","CS Deodrants","NON FOOD","2",34,"2015-11-17"
"ALPRO SOYAMilkVanilaFlvr1L","CS Packet Juice","BEVERAGE","2",33.5,"2015-11-17"
"BOUNTY BAR 57GM","CS Chocolate","FOOD","9",33,"2015-11-17"
"MODERN BAKE MANGO PISTA ENERGY B","CS Cereal","FOOD","6",33,"2015-11-17"
"VOCHELLE DARK CHOC ALMOND 90G","CS Chocolate","FOOD","6",33,"2015-11-17"
"Lunch Box Token","CS Others","NON FOOD","1",32.5,"2015-11-17"
"AL SHIFA HOINEY 750GM","CS Can & Jar Food","FOOD","1",32.25,"2015-11-17"
"C&C FACE SCRUB MORNING ENERGY 15","CS Facial Care","NON FOOD","1",32.25,"2015-11-17"
"12 OZ SOYA CAFFE LATTE","Coffee","FOOD","2",32,"2015-11-17"
"COCA COLA DIET CAN","Softdrinks","BEVERAGE","8",32,"2015-11-17"
"CROISSANT HI BUTTER ALMOND","CS Bakery","FOOD","8",32,"2015-11-17"
"G S Frid Noodls W Tofu","Noodles","FOOD","1",32,"2015-11-17"
"INDOMIE PILLOW 5 PCS HOT & SPICY","CS Pasta & Noodles","FOOD","4",32,"2015-11-17"
"Peanut Butter & Jelly(V)","Sandwiches","FOOD","2",32,"2015-11-17"
"VITA COCO PINEAPPLE 330ML","Convenience Beverages","BEVERAGE","3",31.5,"2015-11-17"
"FAMILIA C.M PLUS ORIGINAL 600GM","CS Cereal","FOOD","1",31.25,"2015-11-17"
"SELPAK FACIAL TISSUE 100 SHEET","CS Tissue & Toilet Rolls","NON FOOD","5",31.25,"2015-11-17"
"BBQ or CurrySouce","Pizza","FOOD","1",30,"2015-11-17"
"CHICKEN MAIN","Main course","FOOD","2",30,"2015-11-17"
"M&M CHOCOLATE 45GM","CS Chocolate","FOOD","10",30,"2015-11-17"
"MENTOS BOTTLE PURE FRESH MINT","CS Mint & Gum","FOOD","3",30,"2015-11-17"
"Mushrooms","Pizza","FOOD","5",30,"2015-11-17"
"NATURE VALLEY CANADIAN MAPLE SYR","CS Cereal","FOOD","10",30,"2015-11-17"
"NIVEA REFRESHING FACE WASH 150ML","CS Facial Care","NON FOOD","1",30,"2015-11-17"
"PERRIER WATER 750ML","Water","BEVERAGE","3",30,"2015-11-17"
"Pesto","Pizza","FOOD","1",30,"2015-11-17"
"SNICKERS SINGLE BAR","CS Chocolate","FOOD","10",30,"2015-11-17"
"Stud Grill Meal","Main course","FOOD","1",30,"2015-11-17"
"VIVANI BAR CREAMY CARAMEL 40G","CS Organic Food","FOOD","5",30,"2015-11-17"
"VOCHELLE BLOCK HAZELNUT 180G","CS Chocolate","FOOD","3",29.25,"2015-11-17"
"OAT KING BAR TASTY CHOCOLATE 95G","CS Cereal","FOOD","2",29,"2015-11-17"
"CastaniaExtMixNuts350G","CS Nuts & Seeds","FOOD","1",28.5,"2015-11-17"
"DOVE HAND CREAM ESSENTIAL NOURIS","CS Shampoo & Conditioner","NON FOOD","2",28.5,"2015-11-17"
"ALO ENRICH POMEGRANATE JUICE","Fresh Juices","FOOD","2",28,"2015-11-17"
"AL SHIFA 400GM SQUEEZE HONEY","CS Can & Jar Food","FOOD","1",28,"2015-11-17"
"Espresso Doppio","Nespresso","FOOD","2",28,"2015-11-17"
"FANTA STRAWBERRY CAN","Softdrinks","BEVERAGE","7",28,"2015-11-17"
"FIRE FLY GRAPE FRUIT","Packet Juice","BEVERAGE","2",28,"2015-11-17"
"MARKOS TOP BANANA","Smoothies","BEVERAGE","1",28,"2015-11-17"
"MIRINDA ORANGE CAN","Softdrinks","BEVERAGE","7",28,"2015-11-17"
"VASELINE BODY LOTION ALOESOOTHE","CS Body Care","NON FOOD","2",28,"2015-11-17"
"GROWERS PACKET ORIENTAL PEANUTS","CS Nuts & Seeds","FOOD","5",27.5,"2015-11-17"
"LINDT EXCELLENCE MINT INTENSE 10","CS Chocolate","FOOD","2",27.5,"2015-11-17"
"BEST 13GM ALMOND","CS Nuts & Seeds","FOOD","15",27,"2015-11-17"
"Best Salted Peanut30g","Peannuts","FOOD","9",27,"2015-11-17"
"DgstiveBiscuits400g","Biscuit & Cookies","FOOD","2",27,"2015-11-17"
"PEPSI CAN 355ML","CS Soft Drinks","BEVERAGE","18",27,"2015-11-17"
"SCHWEPPES GINGER ALE 300M","CS Soft Drinks","BEVERAGE","18",27,"2015-11-17"
"TAMRAH CHOCO DARK ZIPPER BAG 100","CS Dry Fruits","FOOD","3",27,"2015-11-17"
"AL AIN KIWI APPLE YOGHURT 125GM","CS Dairy","FOOD","13",26,"2015-11-17"
"Asst. Rolls Two","Breakfast","FOOD","13",26,"2015-11-17"
"ClearHerbFusionWmen","CS Shampoo & Conditioner","NON FOOD","2",26,"2015-11-17"
"GALAXY SMOOTH MILK 40GM","CS Chocolate","FOOD","8",26,"2015-11-17"
"CLEARLY SCRUMPTIOUS APPLE WEDGES","CS Dry Fruits","FOOD","3",25.5,"2015-11-17"
"CLEARLY SCRUMPTIOUS CRANBERRY 30","CS Dry Fruits","FOOD","2",25.5,"2015-11-17"
"TRESEMME CD PLATINUM STRENGTH 50","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-11-17"
"TRESEMME SH KERATIN SMOOTH 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-11-17"
"TRESEMME SH VIBRANT NATURALS 500","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-11-17"
"Delivery Charges","Delivery charge","LABOR CHARGE","5",25,"2015-11-17"
"Extra Topping","Pizza","FOOD","5",25,"2015-11-17"
"GALLON WATER DEPOSIT","CS Others","BEVERAGE","1",25,"2015-11-17"
"GATORADE LEMON PET 500ML","CS Sports & Energy Drinks","BEVERAGE","5",25,"2015-11-17"
"GATORADE TOPICL FRUIT PET 500ML","CS Sports & Energy Drinks","BEVERAGE","5",25,"2015-11-17"
"Kit Kat","Chocolate","FOOD","5",25,"2015-11-17"
"NIVEA EYE MAKEUP REMOVER 125ML","CS Facial Care","NON FOOD","1",25,"2015-11-17"
"PAMPERS DIAPERS 1-21","CS Baby Care","NON FOOD","1",25,"2015-11-17"
"BAYARA SALTED PISTACHIOS 300GM","CS Nuts & Seeds","FOOD","1",24.75,"2015-11-17"
"VASELINE BODY LOTION ALOE FRESH","CS Body Care","NON FOOD","1",24.75,"2015-11-17"
"NUTELLA 400GM","CS Can & Jar Food","FOOD","1",24.5,"2015-11-17"
"ADD FLAVOURED SYRUP","Starbucks","FOOD","6",24,"2015-11-17"
"D Coke","Softdrinks","BEVERAGE","6",24,"2015-11-17"
"DOVE HAIR CONDITIONER HAIR FALL","CS Shampoo & Conditioner","NON FOOD","2",24,"2015-11-17"
"FOUNTAIN SODA LARGE","Softdrinks","BEVERAGE","8",24,"2015-11-17"
"FUNHDPSFORKPLM","CS Disposable","NON FOOD","3",24,"2015-11-17"
"GLAD GARBAGE BAG MEDIUM 35L X 30","CS Tissue & Toilet Rolls","NON FOOD","2",24,"2015-11-17"
"Granola","Dessert","FOOD","3",24,"2015-11-17"
"Grilled Veg Olives","Pizza","FOOD","4",24,"2015-11-17"
"HEINZ TUNA LIGHT SOLID OIL TIN 1","CS Can & Jar Food","FOOD","3",24,"2015-11-17"
"Lacnor Low Fat Milk 1L","CS Dairy","BEVERAGE","6",24,"2015-11-17"
"LACNOR MILK CHOCOLATE 180ML","CS Packet Juice","BEVERAGE","16",24,"2015-11-17"
"MY THAI","Milk Shake","BEVERAGE","1",24,"2015-11-17"
"Portion Starch","Main course","FOOD","3",24,"2015-11-17"
"REDBULL SUGAR FREE","Energy Drinks","BEVERAGE","3",24,"2015-11-17"
"SLICED BREAD MULTI GRAIN MEDIUM","CS Bakery","FOOD","4",24,"2015-11-17"
"SMINT POCKET LEMON","CS Mint & Gum","FOOD","4",24,"2015-11-17"
"Steamed Rice","Main course","FOOD","3",24,"2015-11-17"
"Veg Fried Rice","Main course","FOOD","3",24,"2015-11-17"
"FAMILIA CRUNCH 500GM","CS Cereal","FOOD","1",23.75,"2015-11-17"
"GILLETTE GEL FUSION COOLING","CS Mens Care","NON FOOD","1",23.75,"2015-11-17"
"CADBURY DM FRUIT & NUT 230GM","CS Chocolate","FOOD","2",23.5,"2015-11-17"
"DOVE HAIR CONDITIONER MOISTURIZI","CS Shampoo & Conditioner","NON FOOD","2",23.5,"2015-11-17"
"WELL SH MOISTURE 500ML","CS Shampoo & Conditioner","NON FOOD","1",23.5,"2015-11-17"
"SELPAK TOILET ROLL 7+2","CS Tissue & Toilet Rolls","NON FOOD","1",23.25,"2015-11-17"
"PRO BAR MEAL WHOLEBERRY BLAST 85","CS Cereal","FOOD","1",23,"2015-11-17"
"SELPAK KITCHEN ROLL 2 PCS","CS Tissue & Toilet Rolls","NON FOOD","2",23,"2015-11-17"
"DveAntiDandrfSHAMP400ML","CS Shampoo & Conditioner","NON FOOD","1",22.5,"2015-11-17"
"LINDT CHOCOLETTI KOKOS NUSS 100G","CS Organic Food","FOOD","2",22.5,"2015-11-17"
"AL AIN MANGO YOGHURT 125GM","CS Dairy","FOOD","11",22,"2015-11-17"
"AL AIN WATER 1.5 LITER","Water","BEVERAGE","11",22,"2015-11-17"
"Banana Shake","Milk Shake","BEVERAGE","1",22,"2015-11-17"
"C&C GEL CLEANSER DEEP ACTION 150","CS Facial Care","NON FOOD","1",22,"2015-11-17"
"DOCTOR'S ORDERS","Fresh Juices","BEVERAGE","1",22,"2015-11-17"
"JOHNSONS COTTON PADS 80 PCS","CS Facial Care","NON FOOD","2",22,"2015-11-17"
"LIFEBUOY HW TOTAL 10 200ML","CS Soap & Handwash","NON FOOD","2",22,"2015-11-17"
"Masafi Water1.5Ltr","Water","BEVERAGE","11",22,"2015-11-17"
"MEAN GREEN","Fresh Juices","BEVERAGE","1",22,"2015-11-17"
"PPPPLEASE ME","Fresh Juices","BEVERAGE","1",22,"2015-11-17"
"SPICED APPLE","BOTANICAL SODAS","BEVERAGE","1",22,"2015-11-17"
"Sugar Granul2Kg","CS Coocking & Baking","FOOD","2",22,"2015-11-17"
"TAMPAX SUPER","CS Sanitary Care","NON FOOD","2",22,"2015-11-17"
"12 OZ SOYA HAZELNUT LATTE","Coffee","FOOD","1",21,"2015-11-17"
"12 OZ SOYA VANILLA LATTE","Coffee","FOOD","1",21,"2015-11-17"
"AL AIN FRESH MILK 1L SKIMMED","CS Dairy","FOOD","3",21,"2015-11-17"
"AL MARAI FRESH MILK FULL FAT 1L","CS Dairy","FOOD","3",21,"2015-11-17"
"AL MARAI FRESH MILK LOW FAT 1L","CS Dairy","FOOD","3",21,"2015-11-17"
"Bagels w/Cr.Cheese","Breakfast","FOOD","3",21,"2015-11-17"
"BISCUITSDIGES250","Biscuit & Cookies","FOOD","2",21,"2015-11-17"
"GALAXY HAZELNUT 40GM","CS Chocolate","FOOD","7",21,"2015-11-17"
"KAGI SWISS WAFERS SINGLE MINI 25","CS Mint & Gum","FOOD","7",21,"2015-11-17"
"MUFFIN APPLE","CS Bakery","FOOD","6",21,"2015-11-17"
"MUFFIN BLUEBERRY","CS Bakery","FOOD","6",21,"2015-11-17"
"RED BULL 250ML","CS Sports & Energy Drinks","BEVERAGE","3",21,"2015-11-17"
"WALKERS SB CHOCO CHIPS 40G","Biscuit & Cookies","FOOD","6",21,"2015-11-17"
"BORGES EXRA VIRGIN OLIVE OIL 500","CS Coocking & Baking","FOOD","1",20.5,"2015-11-17"
"karimOilCorn1.8L","CS Coocking & Baking","FOOD","1",20.5,"2015-11-17"
"ORAL B MOUTH WASH MULTI PROTECT","CS Oral Care","NON FOOD","1",20.5,"2015-11-17"
"CAREFREE COTTON EXTRACT 34PCS","CS Sanitary Care","NON FOOD","1",20.25,"2015-11-17"
"ADD ESPRESSO SHOT","Starbucks","FOOD","5",20,"2015-11-17"
"ADD FLAVOURED SYRUP","Starbucks","FOOD","5",20,"2015-11-17"
"BEEF MAIN","Main course","FOOD","1",20,"2015-11-17"
"CARTE DOR BANANA 1 SCOOP","Ice cream","FOOD","4",20,"2015-11-17"
"CARTE DOR CARAMEL 1 SCOOP","Ice cream","FOOD","4",20,"2015-11-17"
"EARL GREY LOOSE TEA","Tea","FOOD","2",20,"2015-11-17"
"EXTRA PROFESSIONAL WHITE GUM","CS Mint & Gum","FOOD","5",20,"2015-11-17"
"FOUNTAIN SODA SMALL","Softdrinks","BEVERAGE","10",20,"2015-11-17"
"Fresh Pineapple Juice","Fresh Juices","BEVERAGE","2",20,"2015-11-17"
